habitaciones;baÒos;parqueaderos;area_construida_m2;area_privada_m2;estrato;estado;antig¸edad_aÒos;administracion;precio_m2;Ascensor;Circuito cerrado de TV;Parqueadero Visitantes;Porteria/ Recepcion;Zonas Verdes;Salon Comunal;Balcon;Barra estilo americano;Calentador;Chimenea;Citofono;Cocina Integral;Terraza;Vigilancia;Parques cercanos;Estudio;Patio;Deposito / Bodega;nombre;ubicacion;precio
4;4;3;201;240;5;No definida;16 a 30  ;†685.000 COP;†4.701.492,54  ;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;Casa;Colina Campestre;945000000
3;1;0;68;60;2;Bueno;9 a 15  ;†100.000 COP;†3.228.646,9  ;0;1;1;0;1;1;0;0;0;0;0;1;0;1;0;1;0;1;Casa;Timiza;220000000
3;2;0;52;0;3;Bueno;9 a 15  ;†250.000 COP;†4.942.307,69  ;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;Casa;Zona Noroccidente;257000000
3;3;1;90;0;4;Excelente;16 a 30  ;†281.000 COP;†4.111.111,11  ;0;0;0;1;1;1;0;0;1;1;1;1;0;1;0;1;0;0;Apartamento;Cedritos;370000000
3;3;4;221;204;6;Excelente;1 a 8  ;†1.100.000 COP;†6.108.597,29  ;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Colinas de Suba;1350000000
2;3;2;128;128;5;Excelente;1 a 8  ;†880.000 COP;†9.765.625  ;1;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;Apartamento;La Carolina;1250000000
3;2;1;75;0;4;No definida;No definida;†311.000 COP;†7.200.000  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Julio Flores;540000000
2;3;1;146;146;6;Excelente;mas de 30  ;†710.000 COP;†5.376.712,33  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Chico;785000000
4;3;1;177;177;5;No definida;9 a 15  ;No definida;†6.497.175,14  ;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;El Refugio;1150000000
3;2;1;78;69;4;Excelente;1 a 8  ;†320.000 COP;†7.051.282,05  ;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Caobos salazar;550000000
11;5;1;240;240;3;No definida;No definida;No definida;†2.000.000  ;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Casa;Kennedy Central;480000000
3;2;1;146;146;6;Bueno;mas de 30  ;†1.135.000 COP;†5.136.986,3  ;0;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Bella Vista;750000000
2;1;0;44;44;2;Excelente;1 a 8  ;No definida;†2.613.636,36  ;0;0;1;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;Casa;Kennedy;115000000
2;2;2;70;70;6;Excelente;1 a 8  ;†550.000 COP;†8.857.142,86  ;1;1;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Chico;620000000
6;3;1;208;196;3;Excelente;9 a 15  ;No definida;†2.235.576,92  ;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;Casa;Zona Sur;465000000
8;5;0;240;240;3;No definida;No definida;No definida;†1.520.833,33  ;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Casa;Kennedy Central;365000000
2;3;2;130;97;6;Excelente;9 a 15  ;†731.000 COP;†6.384.615,38  ;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0;Apartamento;Chico Navarra;830000000
3;3;2;131;0;6;Bueno;16 a 30  ;†700.000 COP;†4.885.496,18  ;1;1;1;1;0;1;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;San Patricio;640000000
3;2;1;68;68;4;No definida;16 a 30  ;No definida;†6.397.058,82  ;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Ciudad Salitre;435000000
3;2;1;60;60;3;Bueno;16 a 30  ;†136.000 COP;†4.166.666,67  ;0;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Villas de granada i;250000000
2;2;1;82;82;5;No definida;16 a 30  ;†620.000 COP;†5.731.707,32  ;1;1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Chico;470000000
4;6;6;192;192;6;No definida;9 a 15  ;No definida;†9.270.833,33  ;1;1;0;0;0;0;1;0;1;1;1;1;1;1;0;0;0;0;Apartamento;Chico Navarra;1780000000
3;3;2;114;101;4;Excelente;9 a 15  ;†570.000 COP;†5.833.333,33  ;1;1;1;1;0;0;1;0;0;1;1;1;0;0;0;1;0;0;Apartamento;Belmira;665000000
3;2;1;69;0;4;Excelente;menor a 1 ;†328.000 COP;†5.652.173,91  ;1;1;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Santa teresa;390000000
2;2;1;55;0;2;Excelente;9 a 15  ;†107.700 COP;†3.872.727,27  ;0;0;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;Apartamento;Nueva Castilla;213000000
2;2;1;53;0;4;No definida;9 a 15  ;†223.000 COP;†7.000.000  ;1;0;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Usaquen;371000000
4;3;2;247;154;5;Bueno;mas de 30  ;†770.000 COP;†3.562.753,04  ;1;0;0;1;0;0;1;0;1;1;1;0;0;1;0;1;0;1;Apartamento;Pontevedra;880000000
3;3;1;81;81;4;No definida;1 a 8  ;†319.000 COP;†7.777.777,78  ;1;0;0;1;0;1;1;0;0;0;1;0;1;1;0;0;0;1;Apartamento;Fontibon;630000000
1;2;1;49;44;5;No definida;9 a 15  ;†433.000 COP;†7.311.129,16  ;1;0;0;1;0;0;1;1;1;0;1;1;0;1;0;0;0;0;Apartamento;Nuevo Campin;360000000
2;2;2;191;191;6;Excelente;16 a 30  ;No definida;†6.020.942,41  ;1;1;0;1;0;0;0;0;1;0;1;1;0;1;0;1;0;1;Apartamento;El Refugio;1150000000
2;2;1;65;65;4;No definida;1 a 8  ;No definida;†7.538.461,54  ;1;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;Apartamento;Las nieves;490000000
3;3;2;115;115;4;Excelente;9 a 15  ;†915.141 COP;†4.782.608,7  ;1;0;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;1;Apartamento;Cedritos;550000000
2;2;1;75;0;5;Bueno;mas de 30  ;†650.000 COP;†5.533.333,33  ;1;0;0;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0;Apartamento;Santa Barbara Occidental;415000000
3;2;0;80;0;3;No definida;No definida;†220.000 COP;†3.937.500  ;0;0;1;1;1;0;1;0;0;0;0;1;0;1;1;1;0;0;Apartamento;Ciudadela Colsubsidio;315000000
3;2;1;74;74;4;Bueno;9 a 15  ;†440.000 COP;†6.202.702,7  ;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Quinta Paredes;459000000
2;3;2;98;98;6;No definida;1 a 8  ;†450.000 COP;†8.877.551,02  ;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Santa Barbara;870000000
3;2;0;44;0;3;Bueno;16 a 30  ;†105.000 COP;†4.318.181,82  ;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Apartamento;Engativa;190000000
3;3;1;96;91;5;No definida;mas de 30  ;†415.000 COP;†5.000.000  ;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Santa Barbara;480000000
3;3;2;134;114;5;Excelente;16 a 30  ;†470.000 COP;†4.813.432,84  ;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;Apartamento;Lagos de Cordoba;645000000
2;1;0;42;0;3;Bueno;No definida;†86.000 COP;†3.928.571,43  ;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;Apartamento;Bochica;165000000
2;3;2;102;102;6;Bueno;9 a 15  ;†1.200.000 COP;†8.431.372,55  ;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;1;Apartamento;Santa Paula;860000000
2;2;1;55;0;4;Excelente;9 a 15  ;†350.000 COP;†6.000.000  ;0;1;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Pardo rubio;330000000
2;1;1;50;0;3;Excelente;16 a 30  ;†100.000 COP;†3.700.000  ;0;0;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;Apartamento;Pinos de lombardia;185000000
1;1;1;43;0;6;Excelente;mas de 30  ;†396.900 COP;†7.558.139,53  ;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Los Rosales;325000000
2;2;2;77;0;4;Bueno;9 a 15  ;†396.000 COP;†5.064.935,06  ;1;1;1;1;0;1;1;0;1;1;1;1;0;0;0;0;0;1;Apartamento;Cedritos;390000000
3;3;2;128;0;5;Bueno;16 a 30  ;†520.000 COP;†6.796.875  ;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;Salitre;870000000
3;3;1;89;80;6;No definida;16 a 30  ;†680.000 COP;†5.516.853,93  ;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;Apartamento;San Patricio;491000000
3;3;2;88;83;4;Excelente;1 a 8  ;†340.000 COP;†6.022.727,27  ;1;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Mazuren;530000000
2;2;1;81;81;6;Excelente;1 a 8  ;†688.000 COP;†9.259.259,26  ;1;1;0;1;0;1;1;1;1;1;1;1;0;1;0;0;0;0;Apartamento;El Virrey;750000000
3;1;0;49;0;3;Excelente;16 a 30  ;†108.000 COP;†3.673.469,39  ;0;0;0;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;Apartamento;Ciudadela Colsubsidio;180000000
2;2;2;92;92;5;Excelente;9 a 15  ;†557.000 COP;†6.630.434,78  ;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Chapinero Alto;610000000
1;2;1;58;58;5;Excelente;menor a 1 ;†41.000.000 COP;†8.103.448,28  ;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0;Apartamento;Santa Paula;470000000
3;2;1;70;70;4;Excelente;1 a 8  ;†265.000 COP;†4.000.000  ;1;0;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Gran Granada;280000000
3;4;2;130;130;6;Bueno;mas de 30  ;†780.000 COP;†5.538.461,54  ;1;1;0;1;0;1;0;1;1;1;1;1;0;1;0;0;0;0;Apartamento;La Carolina;720000000
1;1;1;38;35;3;Excelente;menor a 1 ;No definida;†4.868.421,05  ;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;0;Apartamento;La Granja;185000000
4;3;1;92;0;5;Bueno;16 a 30  ;†454.000 COP;†5.217.391,3  ;1;1;1;1;0;1;0;0;1;1;0;1;0;0;0;0;0;1;Apartamento;Puente largo;480000000
3;2;1;58;58;3;Excelente;menor a 1 ;No definida;†4.827.586,21  ;0;0;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;0;Apartamento;La Granja;280000000
3;2;0;100;100;3;No definida;No definida;No definida;†2.680.000  ;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;Casa;Nueva Castilla;268000000
3;1;0;54;0;3;No definida;menor a 1 ;No definida;†3.703.703,7  ;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;Apartamento;Villas del madrigal;200000000
3;1;0;67;0;3;Bueno;mas de 30  ;†90.000 COP;†2.761.194,03  ;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;Apartamento;Ciudad Kennedy Central;185000000
1;1;1;49;49;6;No definida;16 a 30  ;†273.000 COP;†7.244.897,96  ;1;1;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;Apartamento;Multicentro;355000000
2;2;1;50;0;5;No definida;1 a 8  ;†403.000 COP;†6.600.000  ;1;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;Apartamento;La Calleja;330000000
2;2;0;67;0;4;Excelente;16 a 30  ;†391.000 COP;†5.805.970,15  ;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;La Salle;389000000
3;2;2;62;0;3;Excelente;1 a 8  ;†220.000 COP;†5.080.645,16  ;1;0;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;Apartamento;Santander;315000000
3;3;0;130;130;4;No definida;mas de 30  ;†443.000 COP;†5.000.000  ;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;Apartamento;San Diego;650000000
2;2;2;77;0;4;Bueno;9 a 15  ;†396.000 COP;†5.064.935,06  ;1;1;1;1;0;1;1;0;1;1;1;1;0;0;0;0;0;1;Apartamento;Cedritos;390000000
3;3;2;129;129;5;Excelente;mas de 30  ;†1.109.000 COP;†4.186.046,51  ;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;Apartamento;Bosque de Pinos;540000000
3;1;0;53;53;3;Bueno;mas de 30  ;†75.000 COP;†3.283.018,87  ;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Favidi;174000000
3;1;0;49;0;3;Excelente;16 a 30  ;†108.000 COP;†3.673.469,39  ;0;0;0;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;Apartamento;Ciudadela Colsubsidio;180000000
3;2;1;69;65;4;Excelente;9 a 15  ;†198.000 COP;†4.637.681,16  ;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Hayuelos;320000000
2;1;0;45000;0;3;Bueno;16 a 30  ;†55.000 COP;†3.444,44  ;0;1;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;Apartamento;Techo;155000000
2;3;2;90;0;6;No definida;1 a 8  ;†545.000 COP;†7.555.555,56  ;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Santa Barbara Occidental;680000000
4;3;1;120;120;4;Remodelado;mas de 30  ;†140.000 COP;†4.750.000  ;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;Apartamento;Gran America;570000000
2;1;0;46;46;3;No definida;16 a 30  ;No definida;†3.586.956,52  ;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;Apartamento;Cofradia;165000000
3;3;2;120;120;6;Excelente;16 a 30  ;†1.120.000 COP;†6.000.000  ;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;Apartamento;Chico Navarra;720000000
2;2;1;54;50;4;No definida;1 a 8  ;†150.000 COP;†5.000.000  ;1;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Gran Granada;270000000
3;2;1;64;64;3;Excelente;1 a 8  ;†165.000 COP;†3.906.250  ;0;1;1;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;Apartamento;Villas de Granada;250000000
3;4;2;185;0;6;Excelente;16 a 30  ;†1.400.000 COP;†7.027.027,03  ;0;0;1;1;0;1;0;0;1;0;1;0;0;1;1;1;0;0;Apartamento;Chico Reservado;1300000000
2;2;1;63;62;5;Excelente;mas de 30  ;†75.000 COP;†4.206.349,21  ;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;Apartamento;Lisboa;265000000
3;3;2;134;114;5;Excelente;16 a 30  ;†470.000 COP;†4.813.432,84  ;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;Apartamento;Lagos de Cordoba;645000000
3;2;1;74;74;4;Bueno;9 a 15  ;†440.000 COP;†6.202.702,7  ;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Quinta Paredes;459000000
2;1;2;61;58;4;Bueno;16 a 30  ;†240.600 COP;†4.456.180,89  ;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;1;0;1;Apartamento;Colina Campestre;270000000
2;1;1;57;57;3;No definida;mas de 30  ;†175.000 COP;†3.947.368,42  ;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;Apartamento;Toberin;225000000
3;4;2;172;159;5;Bueno;1 a 8  ;†553.600 COP;†5.306.122,45  ;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Nueva Colina;910000000
2;3;2;102;102;6;Bueno;9 a 15  ;†1.200.000 COP;†8.431.372,55  ;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;1;Apartamento;Santa Paula;860000000
3;3;1;89;80;6;No definida;16 a 30  ;†680.000 COP;†5.516.853,93  ;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;Apartamento;San Patricio;491000000
4;5;3;259;227;6;No definida;9 a 15  ;†1.450.000 COP;†6.486.486,49  ;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;Apartamento;Bosque Medina;1680000000
3;2;0;55;55;4;Bueno;9 a 15  ;†118.000 COP;†4.727.272,73  ;0;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Villa alsacia;260000000
4;2;0;98;0;4;No definida;16 a 30  ;No definida;†3.571.428,57  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Quesada;350000000
2;1;0;40;40;3;Excelente;9 a 15  ;†119.600 COP;†4.875.000  ;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;Apartamento;Villa Sonia;195000000
4;2;2;166;0;3;No definida;No definida;No definida;†2.933.734,94  ;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;Casa;Villa del mar;487000000
3;4;2;172;159;5;Bueno;1 a 8  ;†553.600 COP;†5.306.122,45  ;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Nueva Colina;910000000
2;2;0;67;0;4;Excelente;16 a 30  ;†391.000 COP;†5.805.970,15  ;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;La Salle;389000000
4;3;1;131;131;4;No definida;16 a 30  ;†768.000 COP;†4.198.473,28  ;1;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Santa Barbara;550000000
3;3;1;67;67;3;No definida;mas de 30  ;†175.000 COP;†4.104.477,61  ;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;San Antonio Norte;275000000
3;2;1;65;0;3;No definida;1 a 8  ;†222.000 COP;†3.753.846,15  ;0;0;0;1;1;1;1;0;0;1;0;1;0;1;0;0;0;0;Apartamento;Suba;244000000
4;4;2;113;113;6;Remodelado;16 a 30  ;†560.000 COP;†7.111.111,11  ;1;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;1;Apartamento;El Virrey;800000000
3;1;0;42;40;2;Excelente;9 a 15  ;†50.000 COP;†2.616.666,67  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Los condominios del recreo et. ii;109900000
3;2;1;86;86;3;No definida;1 a 8  ;†300.000 COP;†6.395.348,84  ;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;Apartamento;Britalia;550000000
3;2;2;77;0;4;Excelente;1 a 8  ;†270.000 COP;†6.753.246,75  ;1;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Mazuren;520000000
3;2;1;79;0;4;Excelente;9 a 15  ;†303.000 COP;†4.585.987,26  ;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;Apartamento;Hayuelos;360000000
2;2;1;60;56;4;Excelente;1 a 8  ;†218.000 COP;†6.916.666,67  ;1;0;1;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;zona norte;415000000
3;2;2;87;0;5;Excelente;1 a 8  ;†390.000 COP;†6.034.482,76  ;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Centro Comercial Paseo San Rafael;525000000
2;1;0;36;36;2;Excelente;1 a 8  ;†60.000 COP;†3.944.444,44  ;0;0;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;Apartamento;Suba;142000000
2;2;2;65;60;5;Excelente;1 a 8  ;†329.000 COP;†6.356.589,15  ;1;0;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;Apartamento;Pasadena;410000000
3;3;2;120;120;6;Excelente;16 a 30  ;†1.120.000 COP;†6.000.000  ;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;Apartamento;Chico Navarra;720000000
3;3;3;140;140;6;Bueno;9 a 15  ;†1.016.000 COP;†6.071.428,57  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;La Calleja;850000000
3;2;2;85;85;4;Bueno;mas de 30  ;†281.700 COP;†3.823.529,41  ;0;1;1;1;0;1;0;0;1;1;1;0;0;1;0;0;0;1;Apartamento;Cedritos;325000000
2;1;0;45000;0;3;Bueno;16 a 30  ;†55.000 COP;†3.444,44  ;0;1;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;Apartamento;Techo;155000000
3;2;1;64;64;3;Excelente;1 a 8  ;†165.000 COP;†3.906.250  ;0;1;1;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;Apartamento;Villas de Granada;250000000
2;1;1;57;57;3;No definida;mas de 30  ;†175.000 COP;†3.947.368,42  ;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;Apartamento;Toberin;225000000
3;1;0;53;53;3;Bueno;mas de 30  ;†75.000 COP;†3.283.018,87  ;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Favidi;174000000
2;2;1;67;0;4;Bueno;9 a 15  ;†280.000 COP;†5.671.641,79  ;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;Apartamento;Teusaquillo;380000000
3;3;2;104;0;6;Bueno;16 a 30  ;†680.000 COP;†4.951.923,08  ;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;Apartamento;Rincon del Chico;515000000
3;4;2;205;165;6;No definida;1 a 8  ;†950.000 COP;†6.585.365,85  ;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Bosques De La CaÒada;1350000000
3;3;2;128;119;6;No definida;1 a 8  ;†561.000 COP;†6.445.312,5  ;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Calatrava;825000000
3;2;1;74;69;4;No definida;9 a 15  ;No definida;†5.337.837,84  ;1;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Mazuren;395000000
3;5;3;200;0;6;No definida;16 a 30  ;†1.030.000 COP;†9.000.000  ;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;0;0;0;Apartamento;Los Rosales;1800000000
1;2;1;60;0;5;No definida;9 a 15  ;†334.000 COP;†5.916.666,67  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Pasadena;355000000
3;1;1;73;0;3;Bueno;mas de 30  ;No definida;†4.643.835,62  ;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;Apartamento;Pio xii;339000000
5;5;4;290;290;5;No definida;16 a 30  ;No definida;†3.965.517,24  ;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;Casa;El contador;1150000000
3;4;4;265;0;6;No definida;16 a 30  ;†1.950.000 COP;†6.452.830,19  ;1;0;1;0;1;0;1;0;0;1;1;1;0;1;0;0;0;1;Apartamento;Los Rosales;1710000000
3;3;1;67;67;3;No definida;mas de 30  ;†175.000 COP;†4.104.477,61  ;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;San Antonio Norte;275000000
3;1;0;52;0;3;Excelente;16 a 30  ;†100.000 COP;†3.653.846,15  ;0;1;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;Apartamento;Ciudadela Colsubsidio;190000000
3;2;1;86;86;3;No definida;1 a 8  ;†300.000 COP;†6.395.348,84  ;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;Apartamento;Britalia;550000000
3;3;2;128;119;6;No definida;1 a 8  ;†561.000 COP;†6.445.312,5  ;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Calatrava;825000000
3;2;1;62;0;3;No definida;1 a 8  ;†330.000 COP;†4.354.838,71  ;1;1;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Villemar;270000000
3;2;1;75;70;3;Excelente;1 a 8  ;†224.000 COP;†4.593.333,33  ;1;0;1;1;0;1;0;1;1;0;1;1;0;0;0;0;0;0;Apartamento;San Cristobal Norte;344500000
3;2;1;65;0;3;No definida;1 a 8  ;†222.000 COP;†3.753.846,15  ;0;0;0;1;1;1;1;0;0;1;0;1;0;1;0;0;0;0;Apartamento;Suba;244000000
3;4;6;219;0;6;No definida;mas de 30  ;†1.050.000 COP;†6.392.694,06  ;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Santa Barbara Alta;1400000000
3;3;2;91;86;4;No definida;1 a 8  ;†450.000 COP;†7.912.087,91  ;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;Apartamento;Cedritos;720000000
3;4;3;261;261;6;Bueno;9 a 15  ;†2.200.000 COP;†10.344.827,59  ;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;Apartamento;El Retiro;2700000000
3;5;2;142;0;5;No definida;No definida;†416.000 COP;†6.197.183,1  ;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;Apartamento;Colina Campestre;880000000
3;3;2;120;120;6;Bueno;16 a 30  ;†900.000 COP;†5.916.666,67  ;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;Apartamento;chico;710000000
3;2;1;69;0;4;Excelente;menor a 1 ;†328.000 COP;†5.652.173,91  ;1;1;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Santa teresa;390000000
2;2;1;60;56;4;Excelente;1 a 8  ;†218.000 COP;†6.916.666,67  ;1;0;1;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;zona norte;415000000
3;4;3;238;238;6;No definida;mas de 30  ;†1.296.000 COP;†7.058.823,53  ;1;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;El Retiro;1680000000
3;2;0;61;55;3;Bueno;9 a 15  ;†100.000 COP;†3.228.436,33  ;0;1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;Apartamento;Boita;198000000
2;4;2;121;121;6;Excelente;16 a 30  ;†808.000 COP;†5.702.479,34  ;1;1;0;1;0;1;1;1;1;1;0;0;0;1;0;0;0;0;Apartamento;Chico Norte;690000000
3;4;2;171;171;6;Bueno;16 a 30  ;†610.000 COP;†5.029.239,77  ;1;0;1;0;0;1;0;0;1;0;1;0;1;0;0;1;0;1;Apartamento;Santa Barbara Oriental;860000000
1;2;1;59;59;5;Excelente;1 a 8  ;No definida;†6.101.694,92  ;1;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Altos de Bella Suiza;360000000
3;3;2;120;120;6;Bueno;1 a 8  ;†1.081.000 COP;†7.916.666,67  ;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;Apartamento;Los Rosales;950000000
4;5;4;389;389;6;Excelente;16 a 30  ;†2.400.000 COP;†3.470.437,02  ;1;0;0;1;0;1;0;0;1;1;1;1;0;1;0;0;0;0;Apartamento;Chico Navarra;1350000000
