habitaciones;baÒos;parqueaderos;area_construida_m2;area_privada_m2;estrato;estado;antig¸edad_aÒos;administracion;precio_m2;Ascensor;Circuito cerrado de TV;Parqueadero Visitantes;Porteria/ Recepcion;Zonas Verdes;Salon Comunal;Balcon;Barra estilo americano;Calentador;Chimenea;Citofono;Cocina Integral;Terraza;Vigilancia;Parques cercanos;Estudio;Patio;Deposito / Bodega;nombre;ubicacion;precio
4;6;3;298;0;6;Excelente;16 a 30  ;†2.563.000 COP;†10.402.684,56  ;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;Apartamento;Usaquen;3100000000
3;2;1;75;0;3;Excelente;16 a 30  ;†165.000 COP;†4.666.666,67  ;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Suba;350000000
3;3;2;138;0;4;Excelente;1 a 8  ;†746.000 COP;†5.434.782,61  ;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;Apartamento;Usaquen;750000000
3;3;1;200;0;6;No definida;mas de 30  ;†1.036.000 COP;†3.625.000  ;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Usaquen;725000000
2;1;0;47;0;4;Bueno;mas de 30  ;†310.000 COP;†5.500.000  ;1;0;0;1;0;0;0;0;1;1;1;1;0;1;1;0;0;1;Apartamento;Chapinero Alto;258500000
3;2;1;56;0;4;Excelente;1 a 8  ;†209.200 COP;†6.250.000  ;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Kennedy;350000000
3;2;2;132;0;3;Excelente;16 a 30  ;No definida;†2.878.787,88  ;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;Casa;Bosa;380000000
3;1;0;55;0;2;Excelente;9 a 15  ;†55.000 COP;†2.363.636,36  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Bosa;130000000
1;1;1;25;0;3;Excelente;16 a 30  ;†100.000 COP;†6.800.000  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Suba;170000000
3;3;2;140;0;5;Excelente;9 a 15  ;†523.000 COP;†7.071.428,57  ;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Suba;990000000
3;3;1;87;0;4;Excelente;1 a 8  ;†251.000 COP;†7.011.494,25  ;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;Apartamento;Las Esperanza;610000000
2;2;2;130;0;6;Excelente;16 a 30  ;†200.000 COP;†4.615.384,62  ;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Usaquen;600000000
3;3;2;114;0;5;Excelente;16 a 30  ;†500.000 COP;†4.824.561,4  ;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Suba;550000000
4;6;4;570;0;6;Excelente;9 a 15  ;†1.250.000 COP;†3.508.771,93  ;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;Casa;Usaquen;2000000000
3;2;1;110;0;4;Excelente;16 a 30  ;†668.000 COP;†2.636.363,64  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Caobos salazar;290000000
2;2;2;72;0;5;Excelente;16 a 30  ;†451.800 COP;†5.277.777,78  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Suba;380000000
3;2;1;77;0;4;Excelente;9 a 15  ;†205.000 COP;†4.285.714,29  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Usaquen;330000000
3;3;1;93;0;6;Excelente;16 a 30  ;†864.000 COP;†4.892.473,12  ;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Usaquen;455000000
2;2;1;80;0;5;Excelente;9 a 15  ;†400.000 COP;†5.812.500,11  ;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Usaquen;465000009
3;3;2;120;0;5;Excelente;16 a 30  ;†530.000 COP;†4.666.666,67  ;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Suba;560000000
3;4;2;121;0;6;Excelente;16 a 30  ;†880.000 COP;†5.702.479,34  ;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Chapinero;690000000
4;2;1;102;0;2;Excelente;mas de 30  ;†5.000 COP;†2.450.980,39  ;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;Casa;Kennedy;250000000
2;1;0;50;0;3;Excelente;mas de 30  ;No definida;†2.700.000  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Kennedy;135000000
3;2;1;63;0;4;Excelente;No definida;†250.000 COP;†6.698.412,7  ;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Barrios Unidos;422000000
3;3;1;106;0;4;Excelente;16 a 30  ;†332.000 COP;†3.490.566,04  ;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Suba;370000000
3;3;2;200;0;6;Excelente;16 a 30  ;†505.000 COP;†5.150.000  ;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;Apartamento;Santa Barbara;1030000000
3;2;1;69;0;4;No definida;mas de 30  ;†274.000 COP;†5.507.246,38  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Quinta paredes;380000000
3;2;1;72;72;4;Excelente;16 a 30  ;†365.000 COP;†5.138.888,89  ;1;0;0;1;0;1;0;1;1;0;1;0;0;1;1;0;0;0;Apartamento;Cedritos;370000000
2;2;1;66;71;4;No definida;9 a 15  ;†329.000 COP;†4.242.424,24  ;0;0;0;1;0;0;1;0;1;0;1;1;0;0;0;1;0;1;Apartamento;Estrella del norte;280000000
3;3;0;94;0;3;Excelente;No definida;†192.000 COP;†3.989.361,7  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Engativa;375000000
3;2;2;102;0;4;Excelente;9 a 15  ;†384.000 COP;†7.254.901,96  ;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Teusaquillo;740000000
3;2;1;60;0;3;Excelente;No definida;†56.000 COP;†4.500.000  ;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Engativa;270000000
2;1;0;42;0;3;Excelente;16 a 30  ;†35.000 COP;†5.952.380,95  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Engativa;250000000
3;1;0;42;0;2;Excelente;9 a 15  ;†93.000 COP;†3.547.619,05  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Suba;149000000
5;6;5;269;269;6;Excelente;9 a 15  ;†1.100.000 COP;†5.539.033,46  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Zona Noroccidente;1490000000
3;2;1;108;0;4;Excelente;No definida;No definida;†4.166.666,67  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Teusaquillo;450000000
3;3;1;138;0;4;Excelente;mas de 30  ;No definida;†5.362.318,84  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Chapinero;740000000
4;2;2;120;0;3;Excelente;mas de 30  ;No definida;†2.666.666,67  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Fontibon;320000000
2;2;0;75;0;3;Excelente;mas de 30  ;†70.000 COP;†3.866.666,67  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Kennedy;290000000
4;4;2;212;0;4;Excelente;mas de 30  ;No definida;†4.952.830,19  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;Casa;Usaquen;1050000000
4;5;4;200;0;4;Excelente;16 a 30  ;No definida;†3.400.000  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;Casa;Engativa;680000000
2;1;0;60;0;3;Excelente;16 a 30  ;†35.000 COP;†4.166.666,67  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Engativa;250000000
2;2;2;65;0;4;Excelente;9 a 15  ;†220.000 COP;†6.384.615,38  ;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Suba;415000000
4;3;2;178;0;3;Excelente;mas de 30  ;No definida;†3.033.707,87  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;Casa;Engativa;540000000
3;2;2;122;0;5;Excelente;1 a 8  ;†450.000 COP;†5.081.967,21  ;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Ciudad Jardin Norte;620000000
4;6;6;310;0;5;Excelente;16 a 30  ;†650.000 COP;†5.967.741,94  ;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;Casa;Suba;1850000000
2;2;2;108;0;6;Excelente;9 a 15  ;†780.000 COP;†7.222.222,22  ;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Chapinero;780000000
3;2;2;60;0;4;Excelente;16 a 30  ;†222.000 COP;†4.833.333,33  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Usaquen;290000000
2;2;1;74;0;5;Excelente;mas de 30  ;†437.300 COP;†6.741.891,89  ;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Usaquen;498900000
3;3;2;124;0;6;Excelente;No definida;†550.000 COP;†5.241.935,48  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Usaquen;650000000
3;3;2;106;0;5;Excelente;No definida;†378.000 COP;†5.754.716,98  ;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Suba;610000000
2;1;1;52;0;3;Excelente;16 a 30  ;†80.000 COP;†4.711.538,46  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Puente Aranda;245000000
3;2;1;78;0;2;Excelente;No definida;†352.000 COP;†4.871.794,87  ;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Suba;380000000
3;2;0;58;0;3;Excelente;16 a 30  ;†185.000 COP;†4.310.344,83  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Engativa;250000000
2;1;1;55;0;4;Excelente;mas de 30  ;†152.000 COP;†5.727.272,73  ;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Usaquen;315000000
3;4;2;171;171;6;Bueno;16 a 30  ;†610.000 COP;†5.029.239,77  ;1;0;1;0;0;1;0;0;1;0;1;0;1;0;0;1;0;1;Apartamento;Santa Barbara Oriental;860000000
3;2;0;50;50;3;No definida;16 a 30  ;†150.000 COP;†4.500.000  ;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Apartamento;Hipodromo de techo et. ii;225000000
3;2;2;117;111;4;Bueno;9 a 15  ;†470.000 COP;†4.615.384,62  ;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Cedritos;540000000
1;1;1;49;49;6;No definida;16 a 30  ;†273.000 COP;†7.244.897,96  ;1;1;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;Apartamento;Multicentro;355000000
2;1;0;49;0;1;Excelente;16 a 30  ;†60.000 COP;†3.163.265,31  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Fontibon;155000000
3;4;2;146;0;5;Excelente;mas de 30  ;No definida;†5.719.178,08  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;Casa;Usaquen;835000000
4;4;2;307;0;4;Excelente;16 a 30  ;No definida;†2.996.742,67  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Suba;920000000
6;3;0;210;0;3;Excelente;mas de 30  ;No definida;†1.619.047,62  ;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;Casa;Kennedy;340000000
4;4;0;288;0;1;Excelente;No definida;†1 COP;†1.562.500  ;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;Casa;Bosa;450000000
10;5;0;348;348;2;Bueno;16 a 30  ;No definida;†1.580.459,77  ;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;Casa;Bosa;550000000
2;1;0;48;0;3;Excelente;mas de 30  ;†150.000 COP;†4.479.166,67  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Teusaquillo;215000000
2;2;1;58;0;3;Excelente;16 a 30  ;†160.000 COP;†4.655.172,41  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Suba;270000000
9;8;1;117;0;2;Excelente;mas de 30  ;†1 COP;†5.982.905,98  ;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;Casa;Bosa;700000000
3;3;2;169;0;6;Excelente;9 a 15  ;No definida;†6.508.875,74  ;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Usaquen;1100000000
1;1;1;38;0;3;Excelente;menor a 1 ;†354.000 COP;†7.763.157,89  ;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Teusaquillo;295000000
4;3;1;156;0;4;Excelente;mas de 30  ;†530.000 COP;†3.333.333,33  ;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Parques de Capri;520000000
3;2;1;75;0;3;Excelente;mas de 30  ;†330.000 COP;†4.333.333,33  ;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Suba;325000000
3;1;0;48;0;2;Excelente;9 a 15  ;†75.000 COP;†2.708.333,33  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Kennedy;130000000
2;1;0;46;0;3;Excelente;No definida;†56.000 COP;†3.478.260,87  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Kennedy;160000000
2;1;0;50;0;2;Excelente;mas de 30  ;No definida;†2.800.000  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Santafe;140000000
3;2;0;90;0;2;Excelente;9 a 15  ;No definida;†1.722.222,22  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Rafael Uribe;155000000
4;2;0;132;0;2;No definida;16 a 30  ;No definida;†1.477.272,73  ;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;Casa;Kennedy;195000000
3;4;3;202;0;4;Excelente;No definida;No definida;†4.900.990,1  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;Casa;Fontibon;990000000
1;2;1;41;0;5;No definida;16 a 30  ;†300.000 COP;†6.219.512,2  ;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Usaquen;255000000
10;3;0;192;0;3;Excelente;mas de 30  ;No definida;†2.343.750  ;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;Casa;Engativa;450000000
2;2;2;64;0;6;Excelente;16 a 30  ;†345.000 COP;†5.000.000  ;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Usaquen;320000000
3;2;0;59;0;3;Excelente;No definida;†120.000 COP;†3.084.745,76  ;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Ciudad Bolivar;182000000
1;2;2;57;0;6;Excelente;9 a 15  ;†300.000 COP;†6.491.228,07  ;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Usaquen;370000000
3;3;1;96;0;2;Excelente;16 a 30  ;No definida;†2.500.000  ;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;Casa;Bosa;240000000
3;1;0;43;0;2;Excelente;9 a 15  ;†75.200 COP;†2.790.697,67  ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Kennedy;120000000
4;3;2;289;289;4;Bueno;mas de 30  ;No definida;†3.027.681,66  ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;Casa;El polo;875000000
8;5;4;365;224;4;No definida;mas de 30  ;No definida;†3.287.671,23  ;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;Casa;Polo club;1200000000
3;2;1;67;0;3;Excelente;1 a 8  ;†196.000 COP;†4.611.940,3  ;1;1;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Plaza Imperial Centro Comercial;309000000
3;3;2;138;138;6;No definida;16 a 30  ;†845.000 COP;†6.376.811,59  ;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;Apartamento;Calleja Baja;880000000
3;4;2;109;109;4;No definida;9 a 15  ;†819.000 COP;†5.045.871,56  ;1;0;1;1;0;1;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Usaquen;550000000
2;3;2;182;182;6;Bueno;16 a 30  ;†1.507.064 COP;†7.554.945,05  ;1;0;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;Apartamento;Chapinero;1375000000
3;2;2;105;0;4;Excelente;1 a 8  ;†405.700 COP;†5.209.523,81  ;1;0;1;0;0;0;1;0;0;1;1;1;0;0;0;1;0;1;Apartamento;Santa Teresa;547000000
3;2;1;90;90;4;No definida;9 a 15  ;†311.900 COP;†4.888.888,89  ;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Mazuren;440000000
3;2;3;90;90;4;Bueno;9 a 15  ;†348.000 COP;†5.444.444,44  ;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;1;Apartamento;Mazuren;490000000
2;3;1;98;82;6;No definida;mas de 30  ;†730.300 COP;†4.081.632,65  ;1;1;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Santa Barbara;400000000
3;3;1;76;0;3;No definida;mas de 30  ;†175.000 COP;†3.631.578,95  ;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Usaquen;276000000
5;7;4;888;883;6;No definida;9 a 15  ;No definida;†13.581.081,08  ;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;Casa;Santa Ana;12060000000
3;2;1;48;48;4;No definida;No definida;†217.560 COP;†4.583.333,33  ;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;Apartamento;Toberin;220000000
3;2;1;56;56;3;No definida;No definida;†240.900 COP;†3.875.000  ;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;Apartamento;San Cristobal Norte;217000000
1;2;1;48;48;6;No definida;9 a 15  ;†390.000 COP;†8.750.000  ;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;Apartamento;Chapinero;420000000
3;2;0;52;52;3;Excelente;9 a 15  ;No definida;†3.269.230,77  ;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;0;0;Apartamento;Suba Compartir;170000000
2;1;0;49;45;3;Excelente;No definida;†96.000 COP;†3.836.734,69  ;0;0;1;1;1;1;0;0;0;0;0;1;0;1;1;1;0;0;Apartamento;Bochica;188000000
4;4;3;215;187;5;Excelente;mas de 30  ;No definida;†4.418.604,65  ;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;1;Casa;Pontevedra;950000000
3;2;1;72;0;3;Excelente;1 a 8  ;†214.500 COP;†3.833.333,33  ;1;1;1;1;0;1;1;0;0;0;0;1;0;1;0;0;0;1;Apartamento;Antonio Granados;276000000
4;4;2;200;195;5;Excelente;mas de 30  ;†590.000 COP;†4.250.000  ;0;1;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;Casa;Niza Cordoba;850000000
3;6;2;250;250;3;Bueno;mas de 30  ;†10 COP;†2.680.000  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Las ferias;670000000
3;3;3;124;124;6;No definida;16 a 30  ;†550.000 COP;†6.854.838,71  ;1;0;1;1;0;0;1;1;1;1;1;0;1;1;0;0;0;0;Apartamento;Chico;850000000
3;3;2;118;118;5;No definida;9 a 15  ;†337.000 COP;†5.000.000  ;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Cedro Golf;590000000
3;3;3;174;174;6;No definida;16 a 30  ;†1.000.000 COP;†6.867.816,09  ;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;Chico;1195000000
3;3;2;134;107;5;Excelente;9 a 15  ;†520.000 COP;†5.417.910,45  ;1;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Colina Campestre;726000000
1;1;1;40;40;5;No definida;1 a 8  ;†541.000 COP;†8.375.000  ;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Apartamento;Rincon del Chico;335000000
2;1;1;50;50;3;Excelente;No definida;†130.000 COP;†3.220.000  ;0;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;Apartamento;Sabana De Tibabuyes;161000000
4;4;3;298;0;6;Excelente;16 a 30  ;No definida;†5.902.302,44  ;1;1;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;1;Apartamento;Usaquen;1759004172
3;3;2;112;112;5;Excelente;9 a 15  ;†386.000 COP;†4.553.571,43  ;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;Apartamento;Colina Campestre;510000000
3;3;2;135;135;4;Bueno;16 a 30  ;No definida;†3.555.555,56  ;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;1;Casa;Cedritos;480000000
3;3;3;195;195;5;No definida;9 a 15  ;†1.300.000 COP;†7.076.923,08  ;1;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;Apartamento;Santa Barbara;1380000000
3;2;1;82;0;4;No definida;No definida;†300.000 COP;†7.472.742,86  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Salitre Oriental;610000000
2;2;2;118;0;6;Bueno;mas de 30  ;†666.100 COP;†4.915.254,24  ;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Chico Norte;580000000
2;2;2;72;72;4;No definida;1 a 8  ;†320.000 COP;†5.069.444,44  ;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;Cedritos;365000000
3;3;2;114;114;5;No definida;1 a 8  ;†318.000 COP;†4.824.561,4  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;ipanema;550000000
3;1;1;50;0;4;Excelente;16 a 30  ;†170.000 COP;†5.200.000  ;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;Apartamento;Colina Campestre;260000000
2;3;1;68;63;5;Excelente;1 a 8  ;†350.000 COP;†6.176.470,59  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Bella Suiza;420000000
3;2;3;90;90;4;Bueno;9 a 15  ;†348.000 COP;†5.444.444,44  ;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;1;Apartamento;Mazuren;490000000
11;3;0;289;0;4;Bueno;mas de 30  ;No definida;†3.633.217,99  ;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;1;Casa;Sucre;1050000000
3;3;2;216;216;4;Bueno;mas de 30  ;†350.000 COP;†4.513.888,89  ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Casa;Las Margaritas;975000000
3;1;0;48;0;3;Excelente;No definida;†93.000 COP;†3.750.000  ;0;0;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;Apartamento;Bochica;180000000
3;2;0;53;49;3;Excelente;1 a 8  ;†180.000 COP;†4.075.471,7  ;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Madelena;216000000
3;1;0;52;52;3;Excelente;9 a 15  ;†88.000 COP;†3.115.384,62  ;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;Apartamento;Suba Compartir;162000000
3;1;0;55;0;3;No definida;No definida;†105.000 COP;†2.909.090,91  ;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Cundinamarca;160000000
3;2;1;57;57;4;Bueno;9 a 15  ;†175.000 COP;†4.736.842,11  ;0;1;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Hayuelos;270000000
4;4;2;176;176;5;Bueno;mas de 30  ;†600.000 COP;†5.113.636,36  ;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;Apartamento;El Chico;900000000
3;2;1;68;68;4;No definida;9 a 15  ;†247.000 COP;†5.294.117,65  ;1;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Hayuelos;360000000
2;2;1;94;94;5;Excelente;mas de 30  ;†590.000 COP;†5.265.957,45  ;1;1;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;1;Apartamento;El Nogal;495000000
8;8;1;540;540;3;Excelente;mas de 30  ;No definida;†2.777.777,78  ;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Casa;Primavera Occidental;1500000000
3;2;1;62;62;3;Bueno;16 a 30  ;†180.000 COP;†5.483.870,97  ;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Carlos Lleras;340000000
2;2;1;76;72;6;No definida;1 a 8  ;†574.000 COP;†7.193.303,69  ;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Chico Navarra;550000000
5;3;0;452;0;4;Bueno;mas de 30  ;No definida;†3.318.584,07  ;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;1;Casa;Quinta Camacho;1500000000
3;4;5;482;482;6;Bueno;mas de 30  ;†3.926.000 COP;†11.410.788,38  ;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;1;Apartamento;La Cabrera;5500000000
3;2;1;95;84;4;No definida;9 a 15  ;†320.000 COP;†5.000.000  ;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;Apartamento;Santa helena;475000000
3;2;1;82;0;4;Bueno;16 a 30  ;No definida;†4.695.121,95  ;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;1;Apartamento;zona norte;385000000
3;4;2;243;243;6;No definida;No definida;†1.490.000.000 COP;†7.628.865,98  ;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;Los rosales;1850000000
4;4;2;158;158;5;Excelente;16 a 30  ;†951.000 COP;†4.746.835,44  ;1;0;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;1;Apartamento;Pasadena;750000000
2;2;2;63;63;5;No definida;16 a 30  ;†380.000 COP;†5.744.000  ;1;0;1;1;0;1;1;0;1;0;1;1;1;0;0;0;0;0;Apartamento;Batan;359000000
3;3;2;96;0;5;Excelente;1 a 8  ;†320.000 COP;†6.979.166,67  ;1;1;0;1;0;0;1;0;0;1;1;0;0;1;0;0;0;1;Apartamento;San Jose de Bavaria;670000000
3;3;2;314;314;6;Bueno;mas de 30  ;†1.850.000 COP;†7.500.000  ;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;Apartamento;El Refugio;2355000000
2;2;1;60;60;4;Excelente;1 a 8  ;†220.000 COP;†6.916.666,67  ;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Cantalejo;415000000
